Date, Organic keywords: 1–3, Organic keywords: 4–10
2025-08-26, 11, 40
2025-08-27, 10, 43
2025-08-28, 9, 44
2025-08-29, 9, 43
2025-08-30, 9, 44
2025-08-31, 9, 44
2025-09-01, 9, 44
2025-09-02, 9, 44
2025-09-03, 9, 42
2025-09-04, 9, 44
2025-09-05, 10, 44
2025-09-06, 11, 41
2025-09-07, 13, 40
2025-09-08, 14, 39
2025-09-09, 16, 37
2025-09-10, 17, 37
2025-09-11, 17, 38
2025-09-12, 17, 37
2025-09-13, 16, 38
2025-09-14, 16, 38
2025-09-15, 16, 38
2025-09-16, 15, 39
2025-09-17, 15, 39
2025-09-18, 15, 40
2025-09-19, 16, 40
2025-09-20, 16, 42
2025-09-21, 16, 41
2025-09-22, 16, 41
2025-09-23, 16, 41
2025-09-24, 15, 42
2025-09-25, 15, 42
2025-09-26, 15, 40
2025-09-27, 14, 42
2025-09-28, 14, 43
2025-09-29, 15, 43
2025-09-30, 15, 42
2025-10-01, 15, 39
2025-10-02, 15, 39
2025-10-03, 14, 39
2025-10-04, 15, 41
2025-10-05, 15, 41
2025-10-06, 15, 41
2025-10-07, 15, 41
2025-10-08, 16, 39
2025-10-09, 16, 37
2025-10-10, 15, 39
2025-10-11, 15, 39
2025-10-12, 14, 41
2025-10-13, 14, 42
2025-10-14, 14, 42
2025-10-15, 14, 42
2025-10-16, 14, 44
2025-10-17, 13, 46
2025-10-18, 13, 45
2025-10-19, 13, 46
2025-10-20, 12, 47
2025-10-21, 12, 46
2025-10-22, 13, 46
2025-10-23, 12, 46
2025-10-24, 13, 44
2025-10-25, 13, 44
2025-10-26, 13, 43
2025-10-27, 13, 42
2025-10-28, 14, 41
2025-10-29, 14, 42
2025-10-30, 14, 42
2025-10-31, 14, 42
2025-11-01, 15, 44
2025-11-02, 15, 45
2025-11-03, 15, 45
2025-11-04, 15, 45
2025-11-05, 15, 45
2025-11-06, 16, 44
2025-11-07, 16, 45
2025-11-08, 17, 45
2025-11-09, 17, 40
2025-11-10, 17, 39
2025-11-11, 17, 38
2025-11-12, 17, 39
2025-11-13, 17, 38
2025-11-14, 16, 39
2025-11-15, 15, 40
2025-11-16, 15, 42
2025-11-17, 14, 43
2025-11-18, 13, 45
2025-11-19, 12, 45
2025-11-20, 12, 45
2025-11-21, 13, 44
2025-11-22, 14, 44
2025-11-23, 15, 43
2025-11-24, 15, 44
2025-11-25, 16, 44
2025-11-26, 15, 46
2025-11-27, 15, 46
2025-11-28, 15, 44
2025-11-29, 15, 46
2025-11-30, 16, 46
2025-12-01, 16, 45
2025-12-02, 16, 45
2025-12-03, 16, 46
2025-12-04, 16, 44
2025-12-05, 16, 44
2025-12-06, 16, 44
2025-12-07, 16, 44
2025-12-08, 16, 46
2025-12-09, 15, 46
2025-12-10, 16, 46
2025-12-11, 16, 46
2025-12-12, 16, 46
2025-12-13, 17, 45
2025-12-14, 17, 45
2025-12-15, 17, 43
2025-12-16, 18, 42
2025-12-17, 19, 42
2025-12-18, 19, 42
2025-12-19, 19, 44
2025-12-20, 19, 43
2025-12-21, 19, 43
2025-12-22, 19, 44
2025-12-23, 19, 46
2025-12-24, 19, 46
2025-12-25, 18, 45
2025-12-26, 17, 47
2025-12-27, 17, 45
2025-12-28, 16, 44
2025-12-29, 17, 44
2025-12-30, 17, 43
2025-12-31, 18, 42
2026-01-01, 18, 41
2026-01-02, 18, 42
2026-01-03, 18, 42
2026-01-04, 20, 40
2026-01-05, 20, 41
2026-01-06, 20, 42
2026-01-07, 21, 42
2026-01-08, 21, 42
2026-01-09, 20, 41
2026-01-10, 19, 41
2026-01-11, 19, 42
2026-01-12, 20, 42
2026-01-13, 20, 42
2026-01-14, 21, 41
2026-01-15, 21, 41
2026-01-16, 21, 41
2026-01-17, 22, 40
2026-01-18, 22, 40
2026-01-19, 22, 39
2026-01-20, 22, 38
2026-01-21, 22, 38
2026-01-22, 23, 38
2026-01-23, 23, 40
2026-01-24, 23, 40
2026-01-25, 22, 41
2026-01-26, 23, 40
2026-01-27, 23, 40
2026-01-28, 23, 41
2026-01-29, 23, 41
2026-01-30, 23, 40
2026-01-31, 23, 39
2026-02-01, 24, 40
2026-02-02, 24, 40
2026-02-03, 24, 38
2026-02-04, 24, 37
2026-02-05, 23, 38
2026-02-06, 23, 39
2026-02-07, 23, 39
2026-02-08, 25, 37
2026-02-09, 25, 37
2026-02-10, 25, 36
2026-02-11, 25, 36
2026-02-12, 24, 36
2026-02-13, 24, 36
2026-02-14, 25, 36
2026-02-15, 25, 39
2026-02-16, 24, 40
2026-02-17, 23, 40
2026-02-18, 23, 38
2026-02-19, 23, 38
2026-02-20, 25, 39
2026-02-21, 25, 39
2026-02-22, 24, 40
2026-02-23, 24, 38
2026-02-24, 24, 39
2026-02-25, 24, 39
2026-02-26, 24, 39
2026-02-27, 23, 39
2026-02-28, 22, 40
2026-03-01, 20, 41
2026-03-02, 17, 44
2026-03-03, 18, 43
2026-03-04, 19, 43
2026-03-05, 19, 43
2026-03-06, 20, 42
2026-03-07, 20, 44
2026-03-08, 21, 42
2026-03-09, 21, 43
2026-03-10, 21, 43
2026-03-11, 22, 42
2026-03-12, 21, 43
2026-03-13, 21, 43
2026-03-14, 20, 44
2026-03-15, 20, 45
2026-03-16, 21, 44
2026-03-17, 20, 43
2026-03-18, 20, 42
2026-03-19, 20, 42
2026-03-20, 21, 41
2026-03-21, 21, 41
2026-03-22, 21, 41
2026-03-23, 21, 41
2026-03-24, 22, 41
2026-03-25, 23, 43
2026-03-26, 24, 42
2026-03-27, 24, 43
2026-03-28, 24, 45
2026-03-29, 24, 45
2026-03-30, 25, 44
2026-03-31, 25, 43
2026-04-01, 25, 42
2026-04-02, 25, 42
2026-04-03, 27, 44
2026-04-04, 27, 45
2026-04-05, 25, 47
2026-04-06, 25, 47
2026-04-07, 25, 48
2026-04-08, 25, 47
2026-04-09, 25, 47
2026-04-10, 25, 47
2026-04-11, 26, 46
2026-04-12, 27, 44
2026-04-13, 27, 46
2026-04-14, 28, 42
2026-04-15, 27, 44
2026-04-16, 28, 43
2026-04-17, 29, 42
2026-04-18, 29, 42
2026-04-19, 28, 42
2026-04-20, 29, 42
2026-04-21, 29, 42
2026-04-22, 30, 43
2026-04-23, 30, 44
2026-04-24, 30, 44
2026-04-25, 30, 45
2026-04-26, 30, 44
2026-04-27, 29, 46
2026-04-28, 28, 43
2026-04-29, 27, 43
2026-04-30, 27, 42
2026-05-01, 27, 39
2026-05-02, 27, 39
2026-05-03, 27, 40
2026-05-04, 27, 38
2026-05-05, 27, 38
2026-05-06, 25, 36
2026-05-07, 26, 36
2026-05-08, 26, 33
2026-05-09, 26, 33
2026-05-10, 26, 33
2026-05-11, 25, 33
2026-05-12, 24, 34
2026-05-13, 23, 34
2026-05-14, 23, 33
2026-05-15, 22, 33
2026-05-16, 21, 33
2026-05-17, 21, 33
2026-05-18, 21, 33
2026-05-19, 20, 34
2026-05-20, 20, 34
2026-05-21, 20, 33
2026-05-22, 19, 31
2026-05-23, 16, 35
2026-05-24, 16, 35
2026-05-25, 15, 33
2026-05-26, 15, 33
2026-05-27, 15, 33
2026-05-28, 14, 33
2026-05-29, 14, 32
2026-05-30, 15, 31
2026-05-31, 15, 31
2026-06-01, 14, 33
2026-06-02, 12, 34
2026-06-03, 12, 35
2026-06-04, 12, 34
2026-06-05, 12, 35
2026-06-06, 11, 36
2026-06-07, 11, 36
2026-06-08, 10, 36
2026-06-09, 10, 36
2026-06-10, 9, 33
2026-06-11, 9, 33
2026-06-12, 9, 34
2026-06-13, 9, 34
2026-06-14, 9, 34
2026-06-15, 8, 34
2026-06-16, 8, 33
2026-06-17, 8, 33
2026-06-18, 8, 34
2026-06-19, 8, 33
2026-06-20, 8, 33
2026-06-21, 8, 34
2026-06-22, 8, 34
2026-06-23, 8, 34
2026-06-24, 7, 33
2026-06-25, 7, 33
2026-06-26, 6, 33
2026-06-27, 6, 33
2026-06-28, 6, 33
2026-06-29, 6, 34
2026-06-30, 6, 33
2026-07-01, 6, 33
2026-07-02, 6, 34
2026-07-03, 6, 35
2026-07-04, 6, 35
2026-07-05, 6, 36
2026-07-06, 8, 35
2026-07-07, 8, 34
2026-07-08, 7, 34
2026-07-09, 7, 32
2026-07-10, 7, 32
2026-07-11, 7, 32
2026-07-12, 7, 33
2026-07-13, 7, 32
2026-07-14, 7, 32
